Id,Sales
157,5609.37
158,8120.62
159,11402.47
160,6520.51
161,3625.49
162,5047.34
163,8505.2
164,8899.55
165,7482.72
166,7523.8
167,5362.11
168,5477.95
169,3570.54
170,5422.02
171,6383.35
172,6991.4
173,7504.56
174,6524.83
175,8100.97
176,9196.21
177,7401.96
178,5103.76
179,9634.8
180,11109.09
181,6937.46
182,8026.63
183,5693.58
184,6805.85
185,4976.55
186,7368.97
187,5762.51
188,9465.44
189,7286.65
190,8682.91
191,7943.52
192,6151.11
193,9197.87
194,18265.2
195,10972.76
196,5910.36
197,3013.6
198,6594.91
199,9679.49
200,6090.06
201,12258.24
202,18798.78
203,3859.53
204,5594.19
205,10025.05
206,5392.78
207,9972.72
208,7074.72
209,7434.8
210,4996.41
211,6779.53
212,6263.65
213,7663.9
214,8988.42
215,6590.23
216,6057.88
217,6990.19
218,5690.16
219,5013.39
220,7390.29
221,5968.39
222,6479.18
223,7278.07
224,6584.84
225,5833.15
226,7614.84
227,7130.32
228,8329.5
229,6506.07
230,7631.66
231,6197.14
232,4323.66
233,6473.27
234,7547.9
235,5858.67
236,4785.76
237,9169.13
238,7950.03
239,9133.62
240,7018.93
241,6057.45
242,5803.88
243,5254.02
244,9544.86
245,5419.29
246,7749.14
247,14978.3
248,7228.28
249,7999.68
250,5828.92
251,5121.42
252,7377.11
253,4594.63
254,6328.03
255,10953.86
256,5818.53
257,16528.75
258,13558.83
259,5358.0
260,7145.19
261,5796.85
262,7304.51
263,6120.9
264,11093.18
265,7749.92
266,9132.66
267,4890.72
268,7378.52
269,5359.46
270,7915.91
271,7208.25
272,6748.37
273,6783.57
274,6112.71
275,8451.32
276,10040.39
277,5720.9
278,10100.95
279,6762.36
280,10149.3
281,5548.64
282,5742.94
283,5760.32
284,9989.78
285,6974.87
286,8241.71
287,6768.51
288,8764.24
289,5101.24
290,8444.8
291,6905.45
292,4537.15
293,14558.76
294,18010.74
295,7367.71
296,7661.93
297,9577.67
298,10892.38
299,10972.11
300,6006.89
301,7526.93
302,6231.28
303,8104.21
304,4297.9
305,6131.36
306,5928.28
307,5872.06
308,7421.91
309,5628.02
310,5485.95
311,6874.01
312,4447.86
313,4999.05
314,6016.49
315,6688.15
316,9211.87
317,8195.97
318,7253.05
319,6676.65
320,6527.03
321,11433.7
322,8054.37
323,5858.76
324,5174.12
325,7840.2
326,5054.59
327,6885.39
328,3452.87
329,5433.36
330,7915.79
331,6625.73
332,5684.8
333,8443.08
334,9934.0
335,11666.46
336,6017.29
337,9757.0
338,3397.57
339,5577.65
340,6837.33
341,4926.92
342,7676.97
343,5683.46
344,5569.48
345,8322.56
346,11326.97
347,9355.42
348,5842.89
349,5749.55
350,8330.41
351,6898.88
352,6431.9
353,5227.34
354,6915.45
355,10354.7
356,4968.99
357,6485.67
358,7939.69
359,8365.77
360,13899.49
361,6199.82
362,14565.59
363,6985.28
364,5633.57
365,4266.05
366,6498.03
367,6496.37
368,5946.29
369,7797.88
370,5160.42
371,5200.3
372,7437.06
373,3599.03
374,8014.41
375,6655.54
376,7886.0
377,8465.47
378,6092.19
379,8772.95
380,6768.32
381,5444.13
382,5551.88
383,5658.28
384,11236.94
385,6614.55
386,5198.33
387,8023.94
388,8564.33
389,7113.27
390,6411.96
391,8544.77
392,5828.71
393,5865.49
394,5888.29
395,8541.21
396,6519.93
397,6662.37
398,6363.29
399,5425.25
400,4421.47
401,6211.04
402,8165.93
403,8929.07
404,10815.59
405,11734.6
406,8368.91
407,6310.2
408,5489.05
409,10606.99
410,9843.43
411,8035.83
412,8567.19
413,8198.98
414,6116.1
415,4405.85
416,10925.47
417,6167.1
418,6557.99
419,6353.25
420,3463.73
421,11692.03
422,6162.66
423,5390.44
424,5193.51
425,6079.18
426,6597.71
427,9056.83
428,6596.31
429,5745.12
430,5604.43
431,4745.64
432,3627.79
433,7511.14
434,17025.35
435,5532.91
436,5723.33
437,6485.56
438,5614.46
439,6180.06
440,5134.34
441,4939.59
442,7265.06
443,7303.5
444,4134.93
445,8502.86
446,5980.66
447,5344.37
448,8820.63
449,8261.48
450,10050.2
451,5884.9
452,7450.34
453,5082.5
454,5755.56
455,14060.08
456,9677.15
457,6794.83
458,5539.64
459,5556.19
460,5976.14
461,5803.79
462,11881.75
463,5300.2
464,5993.28
465,7416.7
466,4954.39
467,6464.75
468,7936.41
469,7761.63
470,7576.07
471,4456.81
472,5512.95
473,7003.46
474,9695.63
475,8388.2
476,6860.09
477,4975.01
478,7555.82
479,6387.42
480,1388.53
481,7387.86
482,7408.1
483,6620.92
484,6301.28
485,6517.94
486,7539.24
487,5797.11
488,6691.34
489,6640.15
490,6369.54
491,9509.49
492,6100.86
493,5344.31
494,12176.21
495,6764.29
496,3740.98
497,7803.06
498,8419.53
499,10876.27
500,5333.02
501,6138.78
502,5892.48
503,7554.85
504,6261.81
505,8786.8
506,3391.7
507,6721.93
508,6559.1
509,5770.81
510,5626.91
511,6699.23
512,8178.44
513,5319.21
514,8289.24
515,7324.63
516,8591.67
517,5095.44
518,6501.22
519,6451.38
520,7903.49
521,7871.48
522,6044.47
523,8299.96
524,7740.86
525,7896.34
526,4873.05
527,4320.47
528,7763.88
529,7071.83
530,8127.85
531,7837.03
532,5825.22
533,8231.24
534,7225.41
535,7435.57
536,8017.37
537,6591.03
538,7822.99
539,11078.77
540,7791.37
541,5194.75
542,5975.62
543,4593.85
544,885.87
545,8628.39
546,5759.61
547,8542.28
548,5211.4
549,7045.28
550,6387.27
551,10737.93
552,5089.95
553,5468.48
554,6537.11
555,7827.75
556,5268.85
557,7230.67
558,7768.33
559,9410.69
560,7431.55
561,7473.23
562,6300.02
563,5216.73
564,5536.19
565,10298.13
566,9737.06
567,7123.85
568,15008.87
569,6628.96
570,5554.48
571,6336.91
572,8178.24
573,9742.16
574,7024.52
575,8134.27
576,7823.61
577,7268.85
578,6778.89
579,6536.09
580,5437.71
581,5605.9
582,4528.38
583,5771.2
584,8732.66
585,14998.38
586,6755.48
587,5535.78
588,7499.15
589,4567.23
590,6505.23
591,4608.72
592,8991.07
593,6263.11
594,6392.18
595,14000.63
596,10692.91
597,7151.8
598,7089.13
599,4431.3
600,5861.88
601,5602.26
602,8619.87
603,5401.92
604,4283.27
605,6150.79
606,5918.84
607,8034.17
608,6573.62
609,3721.53
610,7148.15
611,8125.17
612,7966.44
613,5403.16
614,5237.98
615,8650.41
616,4597.23
617,9827.25
618,5349.86
619,5716.51
620,7291.5
621,6264.41
622,4918.42
623,6321.62
624,7601.74
625,9124.99
626,9163.24
627,6383.87
628,4394.1
629,5876.69
630,7733.75
631,5568.5
632,6373.64
633,6651.95
634,11830.51
635,8073.64
636,6722.49
637,7440.95
638,4939.25
639,8564.84
640,6470.88
641,13667.13
642,6406.55
643,5514.86
644,5560.99
645,4473.46
646,7936.22
647,18076.6
648,4908.64
649,5159.46
650,10107.63
651,6909.84
652,7028.61
653,8084.59
654,6515.51
655,5187.86
656,5208.68
657,9676.07
658,6454.56
659,7740.73
660,7047.58
661,4940.25
662,6999.19
663,6093.89
664,4017.97
665,8882.59
666,8603.84
667,4865.48
668,7713.82
669,7483.0
670,5263.16
671,9008.71
672,6500.26
673,8927.65
674,5197.18
675,5471.76
676,6305.45
677,1138.53
678,7656.48
679,4711.81
680,6258.79
681,4996.22
682,5950.87
683,5911.05
684,6940.3
685,7485.36
686,8472.02
687,6130.24
688,7530.83
689,6422.76
690,8905.53
691,9186.08
692,7015.26
693,3030.42
694,5952.89
695,7649.93
696,4872.43
697,11591.17
698,6240.95
699,8114.78
700,11623.92
701,6738.71
702,4920.29
703,11583.14
704,9987.41
705,5927.17
706,9519.75
707,11153.61
708,6161.16
709,5024.42
710,7031.75
711,6166.26
712,6188.1
713,7474.12
714,5256.59
715,6192.34
716,7980.17
717,6980.1
718,7950.68
719,6488.73
720,7111.1
721,5190.91
722,8014.21
723,7152.92
724,6694.29
725,7042.73
726,7514.78
727,9337.27
728,6222.33
729,5116.38
730,6687.33
731,7307.43
732,7383.33
733,4811.17
734,4643.34
735,7737.71
736,7281.53
737,5473.82
738,8006.76
739,6619.79
740,7392.57
741,5360.54
742,4633.63
743,7294.4
744,6314.56
745,7140.57
746,9619.19
747,8496.28
748,5086.75
749,9989.96
750,4516.45
751,3949.69
752,7628.36
753,11469.4
754,8662.02
755,7546.15
756,4952.93
757,6877.9
758,9948.49
759,6585.66
760,8217.35
761,6449.76
762,4927.99
763,5601.66
764,5778.44
765,5824.28
766,5124.07
767,5471.78
768,4495.06
769,7367.25
770,7472.22
771,5736.54
772,6379.39
773,7170.62
774,5760.23
775,5058.21
776,8626.29
777,8227.25
778,5968.34
779,4367.21
780,12644.74
781,6678.43
782,5968.73
783,8635.39
784,8038.54
785,7526.64
786,6132.78
787,7943.82
788,9707.71
789,13345.71
790,5167.51
791,5239.69
792,5435.46
793,7343.35
794,6053.76
795,7886.49
796,8851.14
797,6132.59
798,4604.43
799,6203.62
800,8618.32
801,5151.45
802,7605.72
803,4364.79
804,7575.78
805,7988.94
806,7605.33
807,9229.16
808,6326.95
809,4446.19
810,6560.75
811,7489.98
812,8683.72
813,7666.23
814,7958.04
815,6662.86
816,4748.93
817,9638.62
818,4623.55
819,10965.35
820,5702.76
821,4354.97
822,6860.85
823,6629.54
824,7492.96
825,7837.42
826,4408.11
827,5078.48
828,7691.56
829,9077.72
830,9797.6
831,5184.88
832,6485.74
833,7675.53
834,6318.17
835,6129.27
836,9930.67
837,8656.73
838,11178.44
839,4518.07
840,5453.56
841,3473.34
842,8118.16
843,5977.18
844,10439.33
845,7315.23
846,5338.14
847,5869.88
848,4748.74
849,5559.98
850,6553.39
851,5159.19
852,5461.29
853,10824.4
854,7433.36
855,20926.72
856,6518.91
857,4873.77
858,8483.28
859,9212.81
860,6857.73
861,7003.44
862,6104.36
863,8831.81
864,8576.38
865,7433.41
866,6264.14
867,7147.62
868,8882.89
869,7493.13
870,8555.12
871,6041.83
872,5029.46
873,5985.43
874,10170.92
875,11423.66
876,10911.31
877,7624.91
878,5599.35
879,6216.56
880,5476.57
881,8259.99
882,10366.92
883,9837.15
884,6401.85
885,5656.95
886,5319.91
887,5708.16
888,11619.72
889,7525.27
890,5364.88
891,6013.47
892,8587.09
893,4203.07
894,7726.34
895,4596.58
896,6598.09
897,7282.43
898,5762.4
899,7896.86
900,7012.93
901,5766.03
902,7835.97
903,7462.2
904,11366.5
905,6237.23
906,8724.46
907,8039.72
908,9593.8
909,6964.26
910,10039.67
911,5471.95
912,5112.08
913,6877.18
914,6219.37
915,9199.64
916,8066.27
917,6184.26
918,7442.85
919,7212.16
920,9978.74
921,4450.4
922,14441.52
923,5615.69
924,6501.7
925,9245.54
926,6051.18
927,6964.97
928,6832.48
929,7500.81
930,5539.92
931,5639.42
932,7841.07
933,8100.54
934,8184.09
935,5849.86
936,7584.43
937,11271.33
938,7299.55
939,5236.87
940,7151.78
941,6422.56
942,7387.79
943,7371.53
944,4476.37
945,8413.53
946,6849.01
947,7385.15
948,7761.08
949,4849.79
950,6597.55
951,5779.24
952,8209.74
953,9476.19
954,5737.65
955,5495.7
956,6696.26
957,6497.64
958,6477.96
959,8159.03
960,7280.63
961,7943.8
962,6176.98
963,5390.66
964,6974.16
965,7612.73
966,9400.13
967,8349.12
968,8600.47
969,6113.63
970,8816.71
971,6820.25
972,8589.72
973,8640.57
974,6959.55
975,10891.83
976,8268.73
977,8353.75
978,5931.02
979,7391.91
980,8304.95
981,7081.19
982,4634.16
983,6044.61
984,8717.86
985,6820.16
986,5715.9
987,8865.1
988,7016.01
989,5931.97
990,6494.13
991,6226.05
992,7794.02
993,7390.16
994,7354.95
995,5502.54
996,5180.4
997,7142.42
998,4503.43
999,6275.84
1000,6025.04
1001,9356.28
1002,7574.69
1003,7045.25
1004,10311.74
1005,6869.37
1006,5372.51
1007,11878.23
1008,8048.04
1009,8525.29
1010,8221.98
1011,5483.61
1012,6379.27
1013,6063.08
1014,7579.63
1015,12889.5
1016,5952.63
1017,3802.53
1018,6044.93
1019,9939.42
1020,9606.45
1021,6976.4
1022,7715.82
1023,5507.75
1024,5880.74
1025,4063.99
1026,5660.5
1027,6142.61
1028,7341.97
1029,7747.8
1030,7724.83
1031,8286.43
1032,9114.95
1033,7738.6
1034,5593.39
1035,9927.37
1036,12517.32
1037,6324.09
1038,8594.1
1039,5625.57
1040,6689.77
1041,4528.04
1042,7978.89
1043,6173.24
1044,9531.88
1045,7696.47
1046,9220.89
1047,8442.74
1048,5763.02
1049,9099.44
1050,18410.81
1051,11775.6
1052,6563.88
1053,3059.91
1054,6460.27
1055,10057.43
1056,5751.78
1057,12078.83
1058,18459.29
1059,3941.41
1060,6054.09
1061,8243.13
1062,5961.22
1063,10342.2
1064,7192.55
1065,7583.55
1066,5193.64
1067,7326.59
1068,6847.74
1069,7663.89
1070,9441.17
1071,6258.32
1072,6183.16
1073,7444.52
1074,6253.41
1075,5722.17
1076,7572.79
1077,6012.45
1078,6729.67
1079,7408.54
1080,6722.48
1081,6584.88
1082,7579.66
1083,7731.37
1084,8381.0
1085,6715.61
1086,7653.35
1087,6170.59
1088,4506.14
1089,7342.84
1090,7429.82
1091,5890.49
1092,5079.2
1093,9923.81
1094,7595.08
1095,9602.82
1096,7295.69
1097,5790.06
1098,5814.87
1099,4887.57
1100,9845.43
1101,5624.06
1102,8134.21
1103,15441.69
1104,7418.32
1105,6595.05
1106,5406.85
1107,5286.96
1108,7377.09
1109,4621.21
1110,6392.52
1111,10700.26
1112,5765.09
1113,16279.1
1114,14457.99
1115,5163.9
1116,7618.6
1117,6007.01
1118,7430.56
1119,6316.21
1120,11449.07
1121,7894.07
1122,9461.41
1123,5092.57
1124,7324.67
1125,5210.34
1126,8529.47
1127,7297.04
1128,6323.98
1129,6582.3
1130,6032.28
1131,8223.23
1132,9794.27
1133,5980.2
1134,11500.03
1135,6584.3
1136,11063.65
1137,5480.6
1138,6310.38
1139,6247.59
1140,11671.78
1141,6501.47
1142,7653.48
1143,7488.64
1144,8980.68
1145,4887.86
1146,8119.45
1147,6742.34
1148,4423.01
1149,15451.79
1150,17453.97
1151,8064.71
1152,8200.19
1153,10327.77
1154,11565.29
1155,12099.11
1156,6357.22
1157,7999.55
1158,6338.12
1159,8194.67
1160,4421.82
1161,6294.97
1162,6213.5
1163,6188.45
1164,8278.98
1165,5815.54
1166,5379.94
1167,6872.41
1168,4491.44
1169,5528.02
1170,5996.25
1171,7454.84
1172,9446.93
1173,8309.86
1174,7530.3
1175,6028.66
1176,6737.51
1177,11953.01
1178,8508.47
1179,6012.34
1180,5200.25
1181,7981.7
1182,5102.69
1183,7280.74
1184,4117.03
1185,6360.73
1186,8506.17
1187,6709.33
1188,5759.45
1189,8407.14
1190,9549.18
1191,12756.81
1192,6866.62
1193,9610.4
1194,3652.72
1195,5833.57
1196,6816.14
1197,5324.89
1198,8454.82
1199,5990.71
1200,5540.26
1201,8869.12
1202,12496.95
1203,8130.15
1204,5639.58
1205,5657.88
1206,9835.2
1207,8217.34
1208,6583.45
1209,5481.0
1210,7467.52
1211,9857.18
1212,5270.75
1213,6761.07
1214,8559.48
1215,9312.76
1216,14315.75
1217,6435.93
1218,15725.31
1219,7050.0
1220,5685.56
1221,4187.33
1222,6709.77
1223,6667.92
1224,5719.38
1225,7220.56
1226,5379.64
1227,5893.01
1228,7272.99
1229,4316.25
1230,7650.95
1231,7132.76
1232,8229.65
1233,8512.53
1234,5695.15
1235,9446.86
1236,6661.35
1237,5814.92
1238,5532.51
1239,6282.19
1240,11462.81
1241,6561.62
1242,5135.78
1243,8970.31
1244,8841.24
1245,7239.53
1246,6734.61
1247,8954.47
1248,5892.01
1249,5835.21
1250,6306.62
1251,8771.11
1252,6514.29
1253,6463.42
1254,6223.37
1255,5586.65
1256,4525.01
1257,5479.5
1258,8122.11
1259,8543.27
1260,11603.09
1261,11809.32
1262,7831.86
1263,6601.75
1264,5549.88
1265,11366.54
1266,10315.2
1267,8252.85
1268,9379.47
1269,8473.07
1270,6242.03
1271,4256.55
1272,11131.18
1273,6916.23
1274,7035.36
1275,6553.82
1276,3483.61
1277,12216.89
1278,6226.76
1279,5505.32
1280,5513.34
1281,6544.52
1282,6922.69
1283,9788.24
1284,6751.36
1285,5497.42
1286,5420.46
1287,5402.68
1288,3874.08
1289,7530.95
1290,17640.04
1291,5740.74
1292,5805.12
1293,7598.67
1294,5657.72
1295,6098.18
1296,4999.33
1297,5513.9
1298,7115.41
1299,7320.9
1300,4978.04
1301,8985.0
1302,6508.66
1303,5496.85
1304,9040.99
1305,9029.41
1306,9995.74
1307,6455.12
1308,7219.0
1309,5311.35
1310,5707.4
1311,15537.37
1312,9856.67
1313,6722.55
1314,5660.74
1315,5044.51
1316,6102.7
1317,5282.35
1318,10011.18
1319,5440.83
1320,5828.0
1321,7277.88
1322,5217.82
1323,6797.37
1324,7826.14
1325,7956.87
1326,6997.55
1327,4963.83
1328,6111.94
1329,6969.63
1330,10091.06
1331,8826.61
1332,6928.84
1333,5287.49
1334,8044.68
1335,6544.33
1336,1375.7
1337,7531.49
1338,7719.4
1339,7091.92
1340,6910.23
1341,6876.7
1342,8103.93
1343,5735.82
1344,7040.83
1345,6491.71
1346,6601.32
1347,8723.47
1348,6722.22
1349,5517.05
1350,12344.26
1351,6565.69
1352,4311.7
1353,8184.73
1354,8725.06
1355,12031.36
1356,5525.04
1357,6390.76
1358,6423.93
1359,8143.33
1360,6372.62
1361,8786.14
1362,3846.53
1363,6943.88
1364,6942.07
1365,6405.96
1366,5566.99
1367,7701.14
1368,9307.95
1369,5789.17
1370,9200.71
1371,7518.87
1372,9072.84
1373,5314.95
1374,7259.41
1375,6417.6
1376,7836.98
1377,9140.52
1378,4480.22
1379,8216.24
1380,8115.4
1381,7486.33
1382,5428.21
1383,4500.36
1384,8245.55
1385,7589.68
1386,8830.74
1387,7775.38
1388,6239.34
1389,8553.25
1390,7672.79
1391,7410.18
1392,8266.28
1393,6481.76
1394,8780.2
1395,11719.95
1396,8542.24
1397,5363.91
1398,6615.26
1399,5167.82
1400,885.66
1401,8648.62
1402,5763.79
1403,8851.16
1404,4825.05
1405,6904.74
1406,6528.53
1407,12087.26
1408,5666.29
1409,5796.28
1410,6567.18
1411,8519.96
1412,5587.21
1413,7865.77
1414,7859.09
1415,10148.38
1416,7468.42
1417,6847.13
1418,5754.83
1419,5559.18
1420,5639.4
1421,11643.67
1422,10210.39
1423,7011.51
1424,15584.42
1425,6665.57
1426,5478.58
1427,6569.06
1428,8537.85
1429,10387.57
1430,7670.35
1431,8319.04
1432,8386.6
1433,7427.38
1434,6686.75
1435,5825.61
1436,5843.99
1437,5527.78
1438,4917.25
1439,5931.82
1440,9267.88
1441,16370.2
1442,7252.46
1443,5535.91
1444,8279.24
1445,4664.7
1446,6602.24
1447,4418.76
1448,8933.38
1449,6796.49
1450,6791.13
1451,14533.5
1452,11739.16
1453,6961.63
1454,7055.32
1455,4435.66
1456,6341.42
1457,5894.03
1458,8423.8
1459,5246.23
1460,4447.82
1461,6524.66
1462,5469.53
1463,8275.89
1464,6509.31
1465,3768.22
1466,7355.59
1467,8252.54
1468,8423.52
1469,5589.85
1470,5616.79
1471,8103.14
1472,4948.37
1473,9753.46
1474,5203.16
1475,5361.23
1476,7365.84
1477,6750.64
1478,5266.25
1479,6558.94
1480,7552.68
1481,9843.52
1482,11266.9
1483,5974.87
1484,4435.08
1485,6237.13
1486,8568.73
1487,5430.7
1488,6689.77
1489,6495.1
1490,12662.44
1491,8028.1
1492,6659.15
1493,8179.82
1494,5253.61
1495,8784.62
1496,6692.7
1497,14979.73
1498,6366.31
1499,6009.02
1500,5606.68
1501,3983.91
1502,8335.51
1503,19902.88
1504,5337.24
1505,5276.99
1506,10012.06
1507,7480.86
1508,7486.72
1509,8263.9
1510,6398.85
1511,5467.56
1512,5295.37
1513,9978.51
1514,6415.94
1515,7941.95
1516,7920.01
1517,5278.75
1518,7647.77
1519,5862.69
1520,4504.5
1521,9005.84
1522,8543.5
1523,5112.97
1524,7867.01
1525,7077.62
1526,5108.91
1527,9401.92
1528,6121.84
1529,8893.67
1530,4787.32
1531,5661.15
1532,7645.43
1533,1173.81
1534,8132.59
1535,5414.89
1536,6680.11
1537,5143.53
1538,6026.27
1539,6439.8
1540,7237.89
1541,7328.15
1542,7806.31
1543,6244.92
1544,7765.63
1545,7419.54
1546,9849.75
1547,9845.16
1548,6669.84
1549,3324.76
1550,6229.87
1551,7699.12
1552,5180.86
1553,11384.49
1554,6222.85
1555,8773.97
1556,11667.7
1557,6411.39
1558,5101.6
1559,12733.51
1560,10207.61
1561,6042.76
1562,9749.28
1563,9769.8
1564,5865.66
1565,5836.29
1566,7227.95
1567,6571.29
1568,6102.0
1569,7433.57
1570,5341.08
1571,6688.94
1572,7776.62
1573,6992.34
1574,8849.61
1575,6519.29
1576,7358.15
1577,4553.35
1578,7761.95
1579,7545.43
1580,6224.93
1581,7315.93
1582,7452.07
1583,9420.77
1584,6092.72
1585,5681.22
1586,6725.78
1587,7426.16
1588,7739.93
1589,5106.94
1590,4589.33
1591,9253.48
1592,7053.88
1593,6231.69
1594,8062.22
1595,6576.52
1596,8337.73
1597,5181.7
1598,4589.44
1599,7337.75
1600,6485.86
1601,6955.46
1602,10434.95
1603,10252.12
1604,5211.06
1605,8571.89
1606,4649.04
1607,3886.38
1608,7118.25
1609,12657.97
1610,8099.67
1611,7862.0
1612,5337.84
1613,7896.92
1614,11006.39
1615,6754.14
1616,8156.48
1617,6954.5
1618,5519.61
1619,5754.29
1620,5654.75
1621,6671.71
1622,5318.52
1623,5482.23
1624,4594.33
1625,7797.52
1626,8009.29
1627,5916.06
1628,6398.66
1629,7429.72
1630,6309.71
1631,5196.99
1632,9214.95
1633,8525.93
1634,5866.2
1635,4894.73
1636,13286.29
1637,6397.85
1638,6405.9
1639,9375.81
1640,9254.15
1641,7938.96
1642,6054.69
1643,7854.88
1644,10192.99
1645,14775.47
1646,5426.72
1647,5611.58
1648,5249.98
1649,7086.2
1650,5819.9
1651,8716.29
1652,8726.68
1653,6494.32
1654,4828.48
1655,6528.87
1656,8355.28
1657,5754.38
1658,7453.08
1659,4414.87
1660,7417.81
1661,8865.93
1662,7447.1
1663,10154.43
1664,6531.53
1665,4317.23
1666,6671.76
1667,7738.09
1668,8567.44
1669,7622.19
1670,7545.06
1671,7032.87
1672,4751.96
1673,9773.75
1674,4966.71
1675,11065.71
1676,5865.37
1677,4956.27
1678,7508.31
1679,6532.92
1680,8033.83
1681,8668.47
1682,4298.39
1683,5102.32
1684,8624.67
1685,9823.93
1686,10668.7
1687,5731.55
1688,6423.86
1689,7707.28
1690,6499.6
1691,5797.61
1692,10254.64
1693,9175.33
1694,11916.33
1695,4938.11
1696,5758.85
1697,3413.67
1698,8368.88
1699,6381.69
1700,10528.02
1701,7081.83
1702,5695.08
1703,5764.8
1704,5238.35
1705,5531.54
1706,7296.06
1707,5076.24
1708,5307.66
1709,10901.04
1710,6803.23
1711,21457.89
1712,6765.3
1713,5180.76
1714,9074.74
1715,11492.1
1716,7882.99
1717,7651.15
1718,6874.31
1719,8850.92
1720,9054.25
1721,6585.98
1722,6767.32
1723,7620.54
1724,9307.34
1725,7889.8
1726,9429.34
1727,6693.28
1728,5354.73
1729,6924.81
1730,11369.32
1731,12318.19
1732,12406.43
1733,8922.52
1734,6498.47
1735,6539.92
1736,5296.4
1737,9452.7
1738,11897.59
1739,9955.37
1740,7109.47
1741,6490.19
1742,5858.79
1743,5698.71
1744,11521.37
1745,8799.16
1746,5513.62
1747,6148.32
1748,8510.14
1749,4361.11
1750,8430.16
1751,5107.36
1752,6829.58
1753,7824.29
1754,6249.0
1755,7863.95
1756,7646.14
1757,5659.46
1758,8187.18
1759,7637.31
1760,11722.03
1761,6635.51
1762,9958.91
1763,7735.41
1764,11433.41
1765,7355.33
1766,11977.33
1767,6090.31
1768,6097.5
1769,7483.97
1770,6400.41
1771,10191.19
1772,8417.91
1773,6970.49
1774,8435.66
1775,7251.2
1776,11595.91
1777,4494.84
1778,15630.76
1779,6307.94
1780,6915.95
1781,10124.67
1782,6860.54
1783,6885.76
1784,7402.62
1785,8348.25
1786,5855.24
1787,6346.55
1788,8277.88
1789,8516.73
1790,9081.59
1791,5769.17
1792,7990.91
1793,12274.67
1794,7523.98
1795,5507.22
1796,7326.75
1797,6513.2
1798,7172.47
1799,7482.59
1800,5149.07
1801,9091.33
1802,7136.34
1803,8361.64
1804,8616.75
1805,5701.87
1806,7399.78
1807,6449.87
1808,8538.61
1809,11314.71
1810,5879.71
1811,6165.01
1812,7250.35
1813,6700.61
1814,6884.44
1815,9222.84
1816,7753.7
1817,8860.46
1818,7020.14
1819,5469.84
1820,8261.61
1821,8753.33
1822,10386.25
1823,8737.06
1824,9285.96
1825,7088.74
1826,9298.38
1827,7214.91
1828,9510.51
1829,9809.13
1830,7103.59
1831,12102.38
1832,8491.2
1833,9259.91
1834,7015.56
1835,8112.53
1836,9105.7
1837,8093.78
1838,4912.12
1839,6751.97
1840,9287.75
1841,7840.65
1842,6238.62
1843,10319.52
1844,7388.44
1845,6110.98
1846,6910.35
1847,6753.18
1848,9446.31
1849,8345.55
1850,8388.43
1851,6509.23
1852,6097.55
1853,7618.08
1854,4704.24
1855,7940.16
1856,6543.88
1857,9899.25
1858,8642.33
1859,7673.85
1860,10602.42
1861,6852.35
1862,5326.67
1863,13027.36
1864,8069.39
1865,9108.09
1866,9012.17
1867,5472.62
1868,6804.15
1869,6330.43
1870,8354.72
1871,14264.28
1872,6878.55
1873,3695.06
